FeatureID,TsTime,TsValue,TsValue_normalized,AquiferID
5874110008,11/20/2007,-2.25,-2.25,6
5874110008,7/21/2010,-2.1,-2.1,6
5874110015,10/21/2003,-3.4,-3.4,6
5874110015,8/15/2003,-3.6,-3.6,6
5874110015,11/13/2003,-3.25,-3.25,6
5874110015,12/4/2003,-3.15,-3.15,6
5874110015,1/16/2004,-3.2,-3.2,6
5874110015,3/3/2004,-3.25,-3.25,6
5874110015,2/11/2004,-3.2,-3.2,6
5874110015,4/5/2004,-3.3,-3.3,6
5874110015,7/14/2004,-3.1,-3.1,6
5874110015,5/11/2004,-3.05,-3.05,6
5874110015,8/11/2004,-2.9,-2.9,6
5874110015,9/8/2004,-2.8,-2.8,6
5874110015,7/21/2008,-13,-13,6
5874110015,7/11/2007,-3.5,-3.5,6
5874110015,11/20/2007,-4.4,-4.4,6
5874110015,7/21/2010,-4.9,-4.9,6
5874140012,10/21/2003,-4.9,-4.9,6
5874140012,8/15/2003,-6.5,-6.5,6
5874140012,11/13/2003,-4.7,-4.7,6
5874140012,12/4/2003,-4.9,-4.9,6
5874140012,1/16/2004,-4.45,-4.45,6
5874140012,3/3/2004,-4.75,-4.75,6
5874140012,2/11/2004,-4.5,-4.5,6
5874140012,4/5/2004,-5.15,-5.15,6
5874140012,7/14/2004,-4.7,-4.7,6
5874140012,6/14/2004,-4.85,-4.85,6
5874140012,5/11/2004,-5,-5,6
5874140012,8/11/2004,-4.45,-4.45,6
5874140012,9/8/2004,-3.9,-3.9,6
5874140012,7/21/2008,-7.5,-7.5,6
5874140012,7/11/2007,-4.8,-4.8,6
5874140012,11/20/2007,-5.3,-5.3,6
5874140012,7/21/2010,-3.05,-3.05,6
5875230004,11/21/2003,-0.5,-0.5,6
5875230004,12/2/2003,-0.6,-0.6,6
5875230004,1/13/2004,-1.3,-1.3,6
5875230004,3/4/2004,-1.7,-1.7,6
5875230004,2/5/2004,-1.18,-1.18,6
5875230004,4/6/2004,-1.6,-1.6,6
5875230004,7/15/2004,-1.7,-1.7,6
5875230004,6/18/2004,-1.6,-1.6,6
5875230004,5/12/2004,-1.45,-1.45,6
5875230004,8/12/2004,-1.4,-1.4,6
5875230004,9/8/2004,-1.1,-1.1,6
5875230004,7/15/2008,-0.5,-0.5,6
5875230004,11/13/2007,-0.7,-0.7,6
5875230004,7/13/2007,-0.6,-0.6,6
5875230004,3/17/2008,-1,-1,6
5875230004,6/25/2012,-0.26,-0.26,6
5875260005,11/14/2003,-4.3,-4.3,6
5875260012,10/15/2003,-1.3,-1.3,6
5875260012,11/14/2003,-1.42,-1.42,6
5875260012,12/3/2003,-1.5,-1.5,6
5875260012,1/13/2004,-1.35,-1.35,6
5875260012,3/4/2004,-1.5,-1.5,6
5875260012,2/5/2004,-1.52,-1.52,6
5875260012,4/6/2004,-1.3,-1.3,6
5875260012,7/15/2004,-1.8,-1.8,6
5875260012,6/18/2004,-1.7,-1.7,6
5875260012,5/12/2004,-1.75,-1.75,6
5875260012,8/12/2004,-1.65,-1.65,6
5875260012,9/8/2004,-1.8,-1.8,6
